Republic of Lithuania;1994;46486;603
Republic of Lithuania;1995;45306;514
Republic of Lithuania;1996;42896;395
Republic of Lithuania;1997;41143;391
Republic of Lithuania;1998;40757;343
Republic of Lithuania;1999;40003;315
Republic of Lithuania;2000;38919;294
Republic of Lithuania;2001;40399;250
Republic of Lithuania;2002;41072;238
Republic of Lithuania;2003;40990;206
Republic of Lithuania;2004;41340;240
Republic of Lithuania;2005;43799;209
Republic of Lithuania;2006;44813;213
Republic of Lithuania;2007;45624;190
Republic of Lithuania;2008;43832;172
Republic of Lithuania;2009;42032;181
Republic of Lithuania;2010;42120;153
Republic of Lithuania;2011;41037;144
Republic of Lithuania;2012;40938;118
Republic of Lithuania;2013;41511;110
Republic of Lithuania;2014;40252;118
Republic of Lithuania;2015;41776;132
Republic of Lithuania;2016;41106;139
Republic of Lithuania;2017;40142;85
Vilnius county;1994;10440;130
Vilnius county;1995;10376;124
Vilnius county;1996;9809;82
Vilnius county;1997;9585;73
Vilnius county;1998;9509;78
Vilnius county;1999;9030;63
Vilnius county;2000;8925;46
Vilnius county;2001;9341;45
Vilnius county;2002;9418;56
Vilnius county;2003;9514;40
Vilnius county;2004;9421;45
Vilnius county;2005;10122;53
Vilnius county;2006;10831;72
Vilnius county;2007;11071;55
Vilnius county;2008;10657;36
Vilnius county;2009;10063;51
Vilnius county;2010;10021;39
Vilnius county;2011;9725;38
Vilnius county;2012;9817;40
Vilnius county;2013;10045;33
Vilnius county;2014;9906;23
Vilnius county;2015;10059;38
Vilnius county;2016;9932;38
Vilnius county;2017;9547;31
Elektrėnai mun.;1994;358;
Elektrėnai mun.;1995;399;
Elektrėnai mun.;1996;371;
Elektrėnai mun.;1997;343;
Elektrėnai mun.;1998;368;
Elektrėnai mun.;1999;342;
Elektrėnai mun.;2000;328;1
Elektrėnai mun.;2001;359;1
Elektrėnai mun.;2002;341;5
Elektrėnai mun.;2003;350;3
Elektrėnai mun.;2004;316;0
Elektrėnai mun.;2005;384;2
Elektrėnai mun.;2006;379;1
Elektrėnai mun.;2007;387;3
Elektrėnai mun.;2008;432;2
Elektrėnai mun.;2009;331;1
Elektrėnai mun.;2010;419;1
Elektrėnai mun.;2011;320;1
Elektrėnai mun.;2012;342;0
Elektrėnai mun.;2013;303;4
Elektrėnai mun.;2014;327;1
Elektrėnai mun.;2015;337;0
Elektrėnai mun.;2016;346;0
Elektrėnai mun.;2017;342;1
Šalčininkai d. mun.;1994;629;8
Šalčininkai d. mun.;1995;618;9
Šalčininkai d. mun.;1996;624;3
Šalčininkai d. mun.;1997;636;5
Šalčininkai d. mun.;1998;672;3
Šalčininkai d. mun.;1999;540;3
Šalčininkai d. mun.;2000;556;4
Šalčininkai d. mun.;2001;604;2
Šalčininkai d. mun.;2002;624;1
Šalčininkai d. mun.;2003;639;4
Šalčininkai d. mun.;2004;603;4
Šalčininkai d. mun.;2005;688;3
Šalčininkai d. mun.;2006;675;4
Šalčininkai d. mun.;2007;697;3
Šalčininkai d. mun.;2008;673;1
Šalčininkai d. mun.;2009;593;0
Šalčininkai d. mun.;2010;638;3
Šalčininkai d. mun.;2011;571;3
Šalčininkai d. mun.;2012;505;0
Šalčininkai d. mun.;2013;576;1
Šalčininkai d. mun.;2014;538;1
Šalčininkai d. mun.;2015;542;1
Šalčininkai d. mun.;2016;535;2
Šalčininkai d. mun.;2017;494;2
Širvintos d. mun.;1994;386;5
Širvintos d. mun.;1995;391;2
Širvintos d. mun.;1996;337;3
Širvintos d. mun.;1997;356;4
Širvintos d. mun.;1998;353;7
Širvintos d. mun.;1999;295;4
Širvintos d. mun.;2000;340;0
Širvintos d. mun.;2001;291;0
Širvintos d. mun.;2002;322;2
Širvintos d. mun.;2003;302;0
Širvintos d. mun.;2004;281;1
Širvintos d. mun.;2005;329;1
Širvintos d. mun.;2006;328;2
Širvintos d. mun.;2007;374;0
Širvintos d. mun.;2008;349;0
Širvintos d. mun.;2009;323;1
Širvintos d. mun.;2010;311;2
Širvintos d. mun.;2011;321;2
Širvintos d. mun.;2012;277;1
Širvintos d. mun.;2013;298;2
Širvintos d. mun.;2014;322;0
Širvintos d. mun.;2015;276;0
Širvintos d. mun.;2016;259;1
Širvintos d. mun.;2017;266;1
Švenčionys d. mun.;1994;647;5
Švenčionys d. mun.;1995;598;4
Švenčionys d. mun.;1996;553;5
Švenčionys d. mun.;1997;569;3
Švenčionys d. mun.;1998;588;2
Švenčionys d. mun.;1999;545;5
Švenčionys d. mun.;2000;503;4
Švenčionys d. mun.;2001;529;4
Švenčionys d. mun.;2002;541;2
Švenčionys d. mun.;2003;529;0
Švenčionys d. mun.;2004;594;3
Švenčionys d. mun.;2005;622;2
Švenčionys d. mun.;2006;617;3
Švenčionys d. mun.;2007;630;2
Švenčionys d. mun.;2008;556;2
Švenčionys d. mun.;2009;572;1
Švenčionys d. mun.;2010;591;0
Švenčionys d. mun.;2011;539;4
Švenčionys d. mun.;2012;524;2
Švenčionys d. mun.;2013;581;3
Švenčionys d. mun.;2014;523;1
Švenčionys d. mun.;2015;526;3
Švenčionys d. mun.;2016;498;2
Švenčionys d. mun.;2017;504;1
Trakai d. mun.;1994;614;16
Trakai d. mun.;1995;623;13
Trakai d. mun.;1996;587;7
Trakai d. mun.;1997;572;5
Trakai d. mun.;1998;543;11
Trakai d. mun.;1999;501;7
Trakai d. mun.;2000;581;2
Trakai d. mun.;2001;532;4
Trakai d. mun.;2002;554;4
Trakai d. mun.;2003;522;1
Trakai d. mun.;2004;582;3
Trakai d. mun.;2005;579;1
Trakai d. mun.;2006;610;4
Trakai d. mun.;2007;628;1
Trakai d. mun.;2008;559;4
Trakai d. mun.;2009;553;1
Trakai d. mun.;2010;552;1
Trakai d. mun.;2011;494;1
Trakai d. mun.;2012;503;1
Trakai d. mun.;2013;551;3
Trakai d. mun.;2014;519;0
Trakai d. mun.;2015;539;0
Trakai d. mun.;2016;512;1
Trakai d. mun.;2017;486;1
Ukmergė d. mun.;1994;864;4
Ukmergė d. mun.;1995;870;7
Ukmergė d. mun.;1996;763;8
Ukmergė d. mun.;1997;757;6
Ukmergė d. mun.;1998;752;3
Ukmergė d. mun.;1999;773;6
Ukmergė d. mun.;2000;727;4
Ukmergė d. mun.;2001;742;2
Ukmergė d. mun.;2002;778;0
Ukmergė d. mun.;2003;733;2
Ukmergė d. mun.;2004;708;0
Ukmergė d. mun.;2005;764;2
Ukmergė d. mun.;2006;830;2
Ukmergė d. mun.;2007;887;3
Ukmergė d. mun.;2008;791;2
Ukmergė d. mun.;2009;723;2
Ukmergė d. mun.;2010;688;0
Ukmergė d. mun.;2011;688;3
Ukmergė d. mun.;2012;730;2
Ukmergė d. mun.;2013;742;0
Ukmergė d. mun.;2014;641;2
Ukmergė d. mun.;2015;720;2
Ukmergė d. mun.;2016;675;0
Ukmergė d. mun.;2017;660;0
Vilnius c. mun.;1994;5858;75
Vilnius c. mun.;1995;5708;72
Vilnius c. mun.;1996;5359;49
Vilnius c. mun.;1997;5168;39
Vilnius c. mun.;1998;4976;41
Vilnius c. mun.;1999;4869;31
Vilnius c. mun.;2000;4844;25
Vilnius c. mun.;2001;5045;28
Vilnius c. mun.;2002;5140;36
Vilnius c. mun.;2003;5367;26
Vilnius c. mun.;2004;5177;26
Vilnius c. mun.;2005;5515;34
Vilnius c. mun.;2006;6072;46
Vilnius c. mun.;2007;6166;37
Vilnius c. mun.;2008;5917;21
Vilnius c. mun.;2009;5761;37
Vilnius c. mun.;2010;5648;29
Vilnius c. mun.;2011;5682;20
Vilnius c. mun.;2012;5740;30
Vilnius c. mun.;2013;5812;14
Vilnius c. mun.;2014;5841;17
Vilnius c. mun.;2015;5890;28
Vilnius c. mun.;2016;5954;26
Vilnius c. mun.;2017;5692;21
Vilnius d. mun.;1994;1084;17
Vilnius d. mun.;1995;1169;17
Vilnius d. mun.;1996;1215;7
Vilnius d. mun.;1997;1184;11
Vilnius d. mun.;1998;1257;11
Vilnius d. mun.;1999;1165;7
Vilnius d. mun.;2000;1046;6
Vilnius d. mun.;2001;1239;4
Vilnius d. mun.;2002;1118;6
Vilnius d. mun.;2003;1072;4
Vilnius d. mun.;2004;1160;8
Vilnius d. mun.;2005;1241;8
Vilnius d. mun.;2006;1320;10
Vilnius d. mun.;2007;1302;6
Vilnius d. mun.;2008;1380;4
Vilnius d. mun.;2009;1207;8
Vilnius d. mun.;2010;1174;3
Vilnius d. mun.;2011;1110;4
Vilnius d. mun.;2012;1196;4
Vilnius d. mun.;2013;1182;6
Vilnius d. mun.;2014;1195;1
Vilnius d. mun.;2015;1229;4
Vilnius d. mun.;2016;1153;6
Vilnius d. mun.;2017;1103;4
Alytus county;1994;2582;32
Alytus county;1995;2509;35
Alytus county;1996;2381;22
Alytus county;1997;2336;24
Alytus county;1998;2216;17
Alytus county;1999;2277;17
Alytus county;2000;2244;21
Alytus county;2001;2275;19
Alytus county;2002;2359;17
Alytus county;2003;2311;10
Alytus county;2004;2370;16
Alytus county;2005;2651;8
Alytus county;2006;2655;11
Alytus county;2007;2614;11
Alytus county;2008;2498;14
Alytus county;2009;2331;17
Alytus county;2010;2407;6
Alytus county;2011;2288;7
Alytus county;2012;2382;7
Alytus county;2013;2332;6
Alytus county;2014;2291;4
Alytus county;2015;2292;8
Alytus county;2016;2294;7
Alytus county;2017;2324;3
Alytus t. mun.;1994;632;15
Alytus t. mun.;1995;530;12
Alytus t. mun.;1996;503;8
Alytus t. mun.;1997;522;8
Alytus t. mun.;1998;478;4
Alytus t. mun.;1999;485;5
Alytus t. mun.;2000;498;11
Alytus t. mun.;2001;498;6
Alytus t. mun.;2002;552;3
Alytus t. mun.;2003;537;3
Alytus t. mun.;2004;512;6
Alytus t. mun.;2005;653;3
Alytus t. mun.;2006;624;3
Alytus t. mun.;2007;686;7
Alytus t. mun.;2008;636;8
Alytus t. mun.;2009;582;5
Alytus t. mun.;2010;609;0
Alytus t. mun.;2011;634;5
Alytus t. mun.;2012;653;3
Alytus t. mun.;2013;613;2
Alytus t. mun.;2014;620;2
Alytus t. mun.;2015;664;3
Alytus t. mun.;2016;653;4
Alytus t. mun.;2017;637;0
Alytus d. mun.;1994;619;3
Alytus d. mun.;1995;574;7
Alytus d. mun.;1996;561;4
Alytus d. mun.;1997;559;4
Alytus d. mun.;1998;509;2
Alytus d. mun.;1999;560;1
Alytus d. mun.;2000;525;6
Alytus d. mun.;2001;564;4
Alytus d. mun.;2002;574;5
Alytus d. mun.;2003;466;2
Alytus d. mun.;2004;545;2
Alytus d. mun.;2005;621;1
Alytus d. mun.;2006;583;3
Alytus d. mun.;2007;579;2
Alytus d. mun.;2008;565;1
Alytus d. mun.;2009;492;3
Alytus d. mun.;2010;482;2
Alytus d. mun.;2011;491;0
Alytus d. mun.;2012;506;0
Alytus d. mun.;2013;515;2
Alytus d. mun.;2014;438;0
Alytus d. mun.;2015;484;1
Alytus d. mun.;2016;446;1
Alytus d. mun.;2017;504;2
Druskininkai mun.;1994;333;1
Druskininkai mun.;1995;335;2
Druskininkai mun.;1996;340;2
Druskininkai mun.;1997;308;1
Druskininkai mun.;1998;294;4
Druskininkai mun.;1999;323;1
Druskininkai mun.;2000;274;0
Druskininkai mun.;2001;288;3
Druskininkai mun.;2002;279;2
Druskininkai mun.;2003;293;2
Druskininkai mun.;2004;334;1
Druskininkai mun.;2005;314;0
Druskininkai mun.;2006;357;0
Druskininkai mun.;2007;338;0
Druskininkai mun.;2008;336;0
Druskininkai mun.;2009;301;0
Druskininkai mun.;2010;316;1
Druskininkai mun.;2011;292;0
Druskininkai mun.;2012;284;0
Druskininkai mun.;2013;330;1
Druskininkai mun.;2014;317;0
Druskininkai mun.;2015;308;0
Druskininkai mun.;2016;311;1
Druskininkai mun.;2017;306;0
Lazdijai d. mun.;1994;516;6
Lazdijai d. mun.;1995;543;7
Lazdijai d. mun.;1996;498;5
Lazdijai d. mun.;1997;483;8
Lazdijai d. mun.;1998;465;4
Lazdijai d. mun.;1999;445;5
Lazdijai d. mun.;2000;449;2
Lazdijai d. mun.;2001;457;4
Lazdijai d. mun.;2002;475;2
Lazdijai d. mun.;2003;481;0
Lazdijai d. mun.;2004;461;2
Lazdijai d. mun.;2005;512;1
Lazdijai d. mun.;2006;530;4
Lazdijai d. mun.;2007;471;1
Lazdijai d. mun.;2008;425;2
Lazdijai d. mun.;2009;468;6
Lazdijai d. mun.;2010;462;3
Lazdijai d. mun.;2011;423;0
Lazdijai d. mun.;2012;481;2
Lazdijai d. mun.;2013;414;0
Lazdijai d. mun.;2014;443;0
Lazdijai d. mun.;2015;388;1
Lazdijai d. mun.;2016;426;1
Lazdijai d. mun.;2017;425;0
Varėna d. mun.;1994;482;7
Varėna d. mun.;1995;527;7
Varėna d. mun.;1996;479;3
Varėna d. mun.;1997;464;3
Varėna d. mun.;1998;470;3
Varėna d. mun.;1999;464;5
Varėna d. mun.;2000;498;2
Varėna d. mun.;2001;468;2
Varėna d. mun.;2002;479;5
Varėna d. mun.;2003;534;3
Varėna d. mun.;2004;518;5
Varėna d. mun.;2005;551;3
Varėna d. mun.;2006;561;1
Varėna d. mun.;2007;540;1
Varėna d. mun.;2008;536;3
Varėna d. mun.;2009;488;3
Varėna d. mun.;2010;538;0
Varėna d. mun.;2011;448;2
Varėna d. mun.;2012;458;2
Varėna d. mun.;2013;460;1
Varėna d. mun.;2014;473;2
Varėna d. mun.;2015;448;3
Varėna d. mun.;2016;458;0
Varėna d. mun.;2017;452;1
Kaunas county;1994;9490;115
Kaunas county;1995;9381;96
Kaunas county;1996;8496;80
Kaunas county;1997;7999;91
Kaunas county;1998;8065;61
Kaunas county;1999;7716;72
Kaunas county;2000;7847;60
Kaunas county;2001;7961;51
Kaunas county;2002;7955;40
Kaunas county;2003;7998;48
Kaunas county;2004;8174;57
Kaunas county;2005;8471;43
Kaunas county;2006;8567;29
Kaunas county;2007;8831;36
Kaunas county;2008;8540;33
Kaunas county;2009;8201;42
Kaunas county;2010;8246;31
Kaunas county;2011;7985;33
Kaunas county;2012;8012;16
Kaunas county;2013;8042;6
Kaunas county;2014;7846;28
Kaunas county;2015;8468;22
Kaunas county;2016;8215;26
Kaunas county;2017;8012;18
Birštonas mun.;1994;72;1
Birštonas mun.;1995;81;0
Birštonas mun.;1996;70;0
Birštonas mun.;1997;67;0
Birštonas mun.;1998;78;0
Birštonas mun.;1999;85;3
Birštonas mun.;2000;64;0
Birštonas mun.;2001;72;1
Birštonas mun.;2002;78;0
Birštonas mun.;2003;74;0
Birštonas mun.;2004;73;0
Birštonas mun.;2005;82;0
Birštonas mun.;2006;70;0
Birštonas mun.;2007;99;0
Birštonas mun.;2008;59;0
Birštonas mun.;2009;65;0
Birštonas mun.;2010;77;0
Birštonas mun.;2011;78;0
Birštonas mun.;2012;57;0
Birštonas mun.;2013;87;0
Birštonas mun.;2014;57;0
Birštonas mun.;2015;69;0
Birštonas mun.;2016;56;0
Birštonas mun.;2017;76;1
Jonava d. mun.;1994;663;10
Jonava d. mun.;1995;632;10
Jonava d. mun.;1996;637;12
Jonava d. mun.;1997;610;15
Jonava d. mun.;1998;596;4
Jonava d. mun.;1999;589;7
Jonava d. mun.;2000;596;5
Jonava d. mun.;2001;586;4
Jonava d. mun.;2002;592;1
Jonava d. mun.;2003;648;4
Jonava d. mun.;2004;609;7
Jonava d. mun.;2005;611;7
Jonava d. mun.;2006;647;0
Jonava d. mun.;2007;719;7
Jonava d. mun.;2008;643;0
Jonava d. mun.;2009;641;4
Jonava d. mun.;2010;596;2
Jonava d. mun.;2011;604;3
Jonava d. mun.;2012;656;1
Jonava d. mun.;2013;645;0
Jonava d. mun.;2014;606;0
Jonava d. mun.;2015;625;4
Jonava d. mun.;2016;666;2
Jonava d. mun.;2017;599;1
Kaišiadorys d. mun.;1994;570;7
Kaišiadorys d. mun.;1995;571;7
Kaišiadorys d. mun.;1996;590;6
Kaišiadorys d. mun.;1997;523;6
Kaišiadorys d. mun.;1998;532;5
Kaišiadorys d. mun.;1999;473;1
Kaišiadorys d. mun.;2000;498;5
Kaišiadorys d. mun.;2001;496;1
Kaišiadorys d. mun.;2002;495;3
Kaišiadorys d. mun.;2003;503;4
Kaišiadorys d. mun.;2004;534;1
Kaišiadorys d. mun.;2005;593;3
Kaišiadorys d. mun.;2006;573;3
Kaišiadorys d. mun.;2007;609;3
Kaišiadorys d. mun.;2008;597;3
Kaišiadorys d. mun.;2009;524;2
Kaišiadorys d. mun.;2010;559;2
Kaišiadorys d. mun.;2011;520;1
Kaišiadorys d. mun.;2012;501;2
Kaišiadorys d. mun.;2013;523;0
Kaišiadorys d. mun.;2014;513;2
Kaišiadorys d. mun.;2015;506;0
Kaišiadorys d. mun.;2016;529;1
Kaišiadorys d. mun.;2017;490;0
Kaunas c. mun.;1994;4798;51
Kaunas c. mun.;1995;4760;52
Kaunas c. mun.;1996;4079;36
Kaunas c. mun.;1997;3920;42
Kaunas c. mun.;1998;3979;30
Kaunas c. mun.;1999;3726;35
Kaunas c. mun.;2000;3900;19
Kaunas c. mun.;2001;3946;18
Kaunas c. mun.;2002;3906;22
Kaunas c. mun.;2003;3852;20
Kaunas c. mun.;2004;3968;26
Kaunas c. mun.;2005;3993;14
Kaunas c. mun.;2006;4191;16
Kaunas c. mun.;2007;4194;15
Kaunas c. mun.;2008;4200;22
Kaunas c. mun.;2009;4057;18
Kaunas c. mun.;2010;4013;16
Kaunas c. mun.;2011;3921;9
Kaunas c. mun.;2012;4020;8
Kaunas c. mun.;2013;3906;4
Kaunas c. mun.;2014;3860;12
Kaunas c. mun.;2015;4158;10
Kaunas c. mun.;2016;4061;13
Kaunas c. mun.;2017;3968;10
Kaunas d. mun.;1994;989;24
Kaunas d. mun.;1995;905;7
Kaunas d. mun.;1996;930;8
Kaunas d. mun.;1997;835;13
Kaunas d. mun.;1998;810;7
Kaunas d. mun.;1999;825;10
Kaunas d. mun.;2000;804;12
Kaunas d. mun.;2001;813;11
Kaunas d. mun.;2002;800;3
Kaunas d. mun.;2003;801;4
Kaunas d. mun.;2004;915;10
Kaunas d. mun.;2005;937;7
Kaunas d. mun.;2006;925;1
Kaunas d. mun.;2007;973;2
Kaunas d. mun.;2008;918;2
Kaunas d. mun.;2009;893;6
Kaunas d. mun.;2010;939;4
Kaunas d. mun.;2011;934;5
Kaunas d. mun.;2012;936;4
Kaunas d. mun.;2013;940;0
Kaunas d. mun.;2014;948;5
Kaunas d. mun.;2015;1068;2
Kaunas d. mun.;2016;995;5
Kaunas d. mun.;2017;993;3
Kėdainiai d. mun.;1994;1031;11
Kėdainiai d. mun.;1995;979;10
Kėdainiai d. mun.;1996;920;11
Kėdainiai d. mun.;1997;813;7
Kėdainiai d. mun.;1998;830;6
Kėdainiai d. mun.;1999;824;8
Kėdainiai d. mun.;2000;851;13
Kėdainiai d. mun.;2001;845;8
Kėdainiai d. mun.;2002;877;8
Kėdainiai d. mun.;2003;869;8
Kėdainiai d. mun.;2004;835;6
Kėdainiai d. mun.;2005;950;4
Kėdainiai d. mun.;2006;894;5
Kėdainiai d. mun.;2007;893;3
Kėdainiai d. mun.;2008;916;4
Kėdainiai d. mun.;2009;893;4
Kėdainiai d. mun.;2010;860;5
Kėdainiai d. mun.;2011;796;5
Kėdainiai d. mun.;2012;754;0
Kėdainiai d. mun.;2013;825;2
Kėdainiai d. mun.;2014;833;4
Kėdainiai d. mun.;2015;834;4
Kėdainiai d. mun.;2016;789;1
Kėdainiai d. mun.;2017;819;2
Prienai d. mun.;1994;632;6
Prienai d. mun.;1995;699;3
Prienai d. mun.;1996;604;6
Prienai d. mun.;1997;546;2
Prienai d. mun.;1998;560;6
Prienai d. mun.;1999;551;1
Prienai d. mun.;2000;508;3
Prienai d. mun.;2001;582;2
